Id,Name,City,State,Country,Region,IATA,ICAO,Latitude,Longitude,Elevation,UTC,DST
1721,Elazig,Elazig,Istanbul,Turkey,Europe,EZS,LTCA,38.606925,39.291417,2927,2,E
1722,Diyarbakir,Diyabakir,Istanbul,Turkey,Europe,DIY,LTCC,37.893897,40.201019,2251,2,E
1723,Erzincan,Erzincan,Istanbul,Turkey,Europe,ERC,LTCD,39.710203,39.527003,3783,2,E
1724,Erzurum,Erzurum,Istanbul,Turkey,Europe,ERZ,LTCE,39.956501,41.170166,5763,2,E
1726,Trabzon,Trabzon,Istanbul,Turkey,Europe,TZX,LTCG,40.995108,39.789728,104,2,E
6880,Montrose Regional Airport,Montrose CO,Denver,United States,America,MTJ,KMTJ,38.509794,-107.894242,5759,-7,A
1728,Van,Van,Istanbul,Turkey,Europe,VAN,LTCI,38.468219,43.3323,5480,2,E
1729,Batman,Batman,Istanbul,Turkey,Europe,BAL,LTCJ,37.928969,41.116583,1822,2,E
1731,Siirt,Siirt,Istanbul,Turkey,Europe,,LTCL,37.978886,41.840436,2001,2,E
1732,Kaklic,Izmir,Istanbul,Turkey,Europe,,LTFA,38.517608,26.977406,13,2,E
1733,Efes,Izmir,Istanbul,Turkey,Europe,,LTFB,37.950747,27.329014,10,2,E
1734,Balti Intl,Saltsy,Chisinau,Moldova,Europe,,LUBL,47.838114,27.781475,758,2,E
1735,Chisinau Intl,Chisinau,Chisinau,Moldova,Europe,KIV,LUKK,46.927744,28.930978,399,2,E
1736,Ohrid,Ohrid,Skopje,Macedonia,Europe,OHD,LWOH,41.179956,20.742325,2313,1,E
1737,Skopje,Skopje,Skopje,Macedonia,Europe,SKP,LWSK,41.961622,21.621381,781,1,E
1738,Gibraltar,Gibraltar,Gibraltar,Gibraltar,Europe,GIB,LXGB,36.151219,-5.349664,15,1,N
1739,Beograd,Belgrade,Belgrade,Serbia,Europe,BEG,LYBE,44.818444,20.309139,335,1,E
1740,Nis,Nis,Belgrade,Serbia,Europe,INI,LYNI,43.337289,21.853722,648,1,E
1741,Podgorica,Podgorica,Podgorica,Montenegro,Europe,TGD,LYPG,42.359392,19.251894,141,1,E
1742,Pristina,Pristina,Belgrade,Serbia,Europe,PRN,LYPR,42.572778,21.035833,1789,1,E
1743,Tivat,Tivat,Podgorica,Montenegro,Europe,TIV,LYTV,42.404664,18.723286,20,1,E
1744,Vrsac,Vrsac,Belgrade,Serbia,Europe,,LYVR,45.146889,21.309889,276,1,E
1745,M R Stefanik,Bratislava,Bratislava,Slovakia,Europe,BTS,LZIB,48.170167,17.212667,436,1,E
1746,Kosice,Kosice,Bratislava,Slovakia,Europe,KSC,LZKZ,48.663055,21.241112,755,1,E
1747,Malacky,Malacky,Bratislava,Slovakia,Europe,,LZMC,48.402028,17.118389,679,1,E
1748,Piestany,Piestany,Bratislava,Slovakia,Europe,PZY,LZPP,48.625247,17.828444,545,1,E
1749,Sliac,Sliac,Bratislava,Slovakia,Europe,SLD,LZSL,48.637839,19.134108,1043,1,E
1750,Trencin,Trencin,Bratislava,Slovakia,Europe,,LZTN,48.865003,17.99225,676,1,E
1751,Tatry,Poprad,Bratislava,Slovakia,Europe,TAT,LZTT,49.073594,20.241142,2356,1,E
6879,Clow International Airport,Bolingbrook,Chicago,United States,America,1CS,\N,41.6959744,-88.1292306,670,-6,U
1753,North Caicos,North Caicos,Grand Turk,Turks and Caicos Islands,America,NCA,MBNC,21.917475,-71.939561,10,-5,U
1754,Providenciales,Providenciales,Grand Turk,Turks and Caicos Islands,America,PLS,MBPV,21.773625,-72.265886,15,-5,U
1755,South Caicos,South Caicos,Grand Turk,Turks and Caicos Islands,America,XSC,MBSC,21.515739,-71.528528,6,-5,U
1756,Arroyo Barril Intl,Samana,Santo Domingo,Dominican Republic,America,EPS,MDAB,19.198586,-69.429772,57,-4,U
1757,Maria Montez Intl,Barahona,Santo Domingo,Dominican Republic,America,BRX,MDBH,18.251464,-71.1204,10,-4,U
1758,Cabo Rojo,Cabo Rojo,Santo Domingo,Dominican Republic,America,,MDCR,17.928981,-71.644769,262,-4,U
1759,Casa De Campo Intl,La Romana,Santo Domingo,Dominican Republic,America,LRM,MDLR,18.450711,-68.911833,240,-4,U
1760,Punta Cana Intl,Punta Cana,Santo Domingo,Dominican Republic,America,PUJ,MDPC,18.567367,-68.363431,47,-4,U
1761,Gregorio Luperon Intl,Puerto Plata,Santo Domingo,Dominican Republic,America,POP,MDPP,19.7579,-70.570033,15,-4,U
1762,Las Americas Intl,Santo Domingo,Santo Domingo,Dominican Republic,America,SDQ,MDSD,18.429664,-69.668925,59,-4,U
1763,San Isidro Ab,San Isidoro,Santo Domingo,Dominican Republic,America,,MDSI,18.503706,-69.761706,111,-4,U
1764,Cibao Intl,Santiago,Santo Domingo,Dominican Republic,America,STI,MDST,19.406092,-70.604689,565,-4,U
1765,Bananera,Bananera,Guatemala,Guatemala,America,,MGBN,15.473528,-88.837222,130,-6,U
1766,Coban,Coban,Guatemala,Guatemala,America,CBV,MGCB,15.468958,-90.406742,4339,-6,U
1767,La Aurora,Guatemala City,Guatemala,Guatemala,America,GUA,MGGT,14.583272,-90.527475,4952,-6,U
1769,Retalhuleu,Retalhuleu,Guatemala,Guatemala,America,,MGRT,14.521017,-91.697256,656,-6,U
1770,San Jose,San Jose,Guatemala,Guatemala,America,,MGSJ,13.936192,-90.835833,29,-6,U
1771,Goloson Intl,La Ceiba,Tegucigalpa,Honduras,America,LCE,MHLC,15.742481,-86.853036,49,-6,U
1772,La Mesa Intl,San Pedro Sula,Tegucigalpa,Honduras,America,SAP,MHLM,15.452639,-87.923556,91,-6,U
1773,Guanaja,Guanaja,Tegucigalpa,Honduras,America,GJA,MHNJ,16.445367,-85.906611,49,-6,U
1774,Juan Manuel Galvez Intl,Roatan,Tegucigalpa,Honduras,America,RTB,MHRO,16.316814,-86.522961,18,-6,U
1775,Tela,Tela,Tegucigalpa,Honduras,America,TEA,MHTE,15.775864,-87.475847,7,-6,U
1776,Toncontin Intl,Tegucigalpa,Tegucigalpa,Honduras,America,TGU,MHTG,14.060883,-87.217197,3294,-6,U
1777,Trujillo,Trujillo,Tegucigalpa,Honduras,America,,MHTJ,15.926847,-85.93825,3,-6,U
1778,Boscobel,Ocho Rios,Jamaica,Jamaica,America,OCJ,MKBS,18.404247,-76.969017,90,-5,U
1779,Norman Manley Intl,Kingston,Jamaica,Jamaica,America,KIN,MKJP,17.935667,-76.7875,10,-5,U
1780,Sangster Intl,Montego Bay,Jamaica,Jamaica,America,MBJ,MKJS,18.503717,-77.913358,4,-5,U
1781,Ken Jones,Port Antonio,Jamaica,Jamaica,America,POT,MKKJ,18.198806,-76.534528,20,-5,U
1782,Tinson Pen,Kingston,Jamaica,Jamaica,America,KTP,MKTP,17.988558,-76.823761,16,-5,U
1783,General Juan N Alvarez Intl,Acapulco,Mexico City,Mexico,America,ACA,MMAA,16.757061,-99.753953,16,-6,S
1784,Del Norte Intl,Monterrey,Mexico City,Mexico,America,NTR,MMAN,25.865572,-100.237239,1476,-6,S
1785,Jesus Teran Intl,Aguascalientes,Mexico City,Mexico,America,AGU,MMAS,21.705558,-102.317858,6112,-6,S
1786,Bahias De Huatulco Intl,Huatulco,Mexico City,Mexico,America,HUX,MMBT,15.775317,-96.262572,464,-6,S
1787,General Mariano Matamoros,Cuernavaca,Mexico City,Mexico,America,CVJ,MMCB,18.834764,-99.2613,4277,-6,S
1788,Ciudad Acuna Intl New,Ciudad Acuna,Mexico City,Mexico,America,,MMCC,29.333917,-101.100892,1410,-6,S
1789,Ciudad Del Carmen Intl,Ciudad Del Carmen,Mexico City,Mexico,America,CME,MMCE,18.653739,-91.799017,10,-6,S
1790,Nuevo Casas Grandes,Nuevo Casas Grandes,Mazatlan,Mexico,America,,MMCG,30.397439,-107.874969,4850,-7,S
1791,Chilpancingo,Chilpancingo,Mexico City,Mexico,America,,MMCH,17.573767,-99.514339,4199,-6,S
1792,Culiacan Intl,Culiacan,Mazatlan,Mexico,America,CUL,MMCL,24.764547,-107.474717,108,-7,S
1793,Chetumal Intl,Chetumal,Mexico City,Mexico,America,CTM,MMCM,18.504667,-88.326847,39,-6,S
1794,Ciudad Obregon Intl,Ciudad Obregon,Hermosillo,Mexico,America,CEN,MMCN,27.392639,-109.833111,205,-7,S
1795,Ingeniero Alberto Acuna Ongay Intl,Campeche,Mexico City,Mexico,America,CPE,MMCP,19.816794,-90.500314,34,-6,S
1796,Abraham Gonzalez Intl,Ciudad Juarez,Mazatlan,Mexico,America,CJS,MMCS,31.636133,-106.428667,3904,-7,S
1797,General R Fierro Villalobos Intl,Chihuahua,Mazatlan,Mexico,America,CUU,MMCU,28.702875,-105.964567,4462,-7,S
1798,General Pedro Jose Mendez Intl,Ciudad Victoria,Mexico City,Mexico,America,CVM,MMCV,23.703336,-98.956486,761,-6,S
6878,Kenosha Regional Airport,Kenosha,Chicago,United States,America,ENW,\N,42.5956944,-87.9278056,742,-6,A
1800,Cozumel Intl,Cozumel,Mexico City,Mexico,America,CZM,MMCZ,20.522403,-86.925644,15,-6,S
1801,Durango Intl,Durango,Mexico City,Mexico,America,DGO,MMDO,24.124194,-104.528014,6104,-6,S
1802,Tepic,Tepic,Mazatlan,Mexico,America,TPQ,MMEP,21.419453,-104.842581,3020,-7,S
1803,Ensenada,Ensenada,Tijuana,Mexico,America,ESE,MMES,31.795281,-116.602772,66,-8,S
1804,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,Mexico City,Mexico,America,GDL,MMGL,20.5218,-103.311167,5016,-6,S
1805,General Jose Maria Yanez Intl,Guaymas,Hermosillo,Mexico,America,GYM,MMGM,27.968983,-110.925169,59,-7,S
1806,Tehuacan,Tehuacan,Mexico City,Mexico,America,TCN,MMHC,18.497189,-97.419942,5509,-6,S
1807,General Ignacio P Garcia Intl,Hermosillo,Hermosillo,Mexico,America,HMO,MMHO,29.095858,-111.047858,627,-7,S
1808,Colima,Colima,Mexico City,Mexico,America,CLQ,MMIA,19.277011,-103.577397,2467,-6,S
1809,Isla Mujeres,Isla Mujeres,Mexico City,Mexico,America,ISJ,MMIM,21.245033,-86.739967,7,-6,S
1810,Plan De Guadalupe Intl,Saltillo,Mexico City,Mexico,America,SLW,MMIO,25.549497,-100.928669,4778,-6,S
1811,Ixtepec,Iztepec,Mexico City,Mexico,America,,MMIT,16.449336,-95.093697,164,-6,S
1813,Lazaro Cardenas,Lazard Cardenas,Mexico City,Mexico,America,LZC,MMLC,18.001731,-102.220525,39,-6,S
1814,Valle Del Fuerte Intl,Los Mochis,Mazatlan,Mexico,America,LMM,MMLM,25.685194,-109.080806,16,-7,S
1815,Guanajuato Intl,Del Bajio,Mexico City,Mexico,America,BJX,MMLO,20.993464,-101.480847,5956,-6,S
1816,General Manuel Marquez De Leon Intl,La Paz,Mazatlan,Mexico,America,LAP,MMLP,24.072694,-110.362475,69,-7,S
1817,Loreto Intl,Loreto,Mazatlan,Mexico,America,LTO,MMLT,25.989194,-111.348361,34,-7,S
1818,General Servando Canales Intl,Matamoros,Mexico City,Mexico,America,MAM,MMMA,25.769894,-97.525311,25,-6,S
1819,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico City,Mexico,America,MID,MMMD,20.936981,-89.657672,38,-6,S
1820,General Rodolfo Sanchez Taboada Intl,Mexicali,Tijuana,Mexico,America,MXL,MMML,32.630634,-115.241637,74,-8,S
1821,General Francisco J Mujica Intl,Morelia,Mexico City,Mexico,America,MLM,MMMM,19.849944,-101.0255,6033,-6,S
1822,Minatitlan,Minatitlan,Mexico City,Mexico,America,MTT,MMMT,18.103419,-94.580681,36,-6,S
1823,Monclova Intl,Monclova,Mexico City,Mexico,America,LOV,MMMV,26.955733,-101.470136,1864,-6,S
1824,Licenciado Benito Juarez Intl,Mexico City,Mexico City,Mexico,America,MEX,MMMX,19.436303,-99.072097,7316,-6,S
1825,General Mariano Escobedo Intl,Monterrey,Mexico City,Mexico,America,MTY,MMMY,25.778489,-100.106878,1278,-6,S
1826,General Rafael Buelna Intl,Mazatlan,Mazatlan,Mexico,America,MZT,MMMZ,23.161356,-106.266072,38,-7,S
1827,Nogales Intl,Nogales,Hermosillo,Mexico,America,NOG,MMNG,31.226083,-110.975831,3990,-7,S
1828,Quetzalcoatl Intl,Nuevo Laredo,Mexico City,Mexico,America,NLD,MMNL,27.443918,-99.57046,484,-6,S
1829,Xoxocotlan Intl,Oaxaca,Mexico City,Mexico,America,OAX,MMOX,16.999906,-96.726639,4989,-6,S
1830,Tajin,Poza Rico,Mexico City,Mexico,America,PAZ,MMPA,20.602671,-97.460839,497,-6,S
1831,Hermanos Serdan Intl,Puebla,Mexico City,Mexico,America,PBC,MMPB,19.158144,-98.371447,7361,-6,S
1832,Ingeniero Juan Guillermo Villasana,Pachuca,Mexico City,Mexico,America,PCA,MMPC,20.0772,-98.782814,7600,-6,S
1833,Puerto Penasco,Punta Penasco,Hermosillo,Mexico,America,PPE,MMPE,31.351878,-113.525728,30,-7,S
1834,Piedras Negras Intl,Piedras Negras,Mexico City,Mexico,America,PDS,MMPG,28.627394,-100.535211,901,-6,S
1835,Licenciado Y Gen Ignacio Lopez Rayon,Uruapan,Mexico City,Mexico,America,UPN,MMPN,19.396692,-102.039056,5258,-6,S
1836,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico City,Mexico,America,PVR,MMPR,20.680083,-105.254167,23,-6,S
1837,Puerto Escondido Intl,Puerto Escondido,Mexico City,Mexico,America,PXM,MMPS,15.876861,-97.089117,294,-6,S
1838,Queretaro Intercontinental,Queretaro,Mexico City,Mexico,America,QRO,MMQT,20.617289,-100.185658,6296,-6,S
1839,General Lucio Blanco Intl,Reynosa,Mexico City,Mexico,America,REX,MMRX,26.008908,-98.228513,139,-6,S
1840,Los Cabos Intl,San Jose Del Cabo,Mazatlan,Mexico,America,SJD,MMSD,23.15185,-109.721044,374,-7,S
1841,San Felipe Intl,San Filipe,Tijuana,Mexico,America,,MMSF,30.930222,-114.808639,148,-8,S
1842,Ponciano Arriaga Intl,San Luis Potosi,Mexico City,Mexico,America,SLP,MMSP,22.254303,-100.930806,6035,-6,S
1843,Tlaxcala,Tlaxcala,Mexico City,Mexico,America,TXA,MMTA,19.537964,-98.173467,8229,-6,S
1844,General Div P A Angel H Corzo Molina,Tuxtla Gutierrez,Mexico City,Mexico,America,,MMTB,16.739919,-93.173297,1909,-6,S
1845,Torreon Intl,Torreon,Mexico City,Mexico,America,TRC,MMTC,25.568278,-103.410583,3688,-6,S
1846,Angel Albino Corzo,Tuxtla Gutierrez,Mexico City,Mexico,America,TGZ,MMTG,16.561822,-93.026081,1491,-6,S
1847,General Abelardo L Rodriguez Intl,Tijuana,Tijuana,Mexico,America,TIJ,MMTJ,32.541064,-116.970158,489,-8,S
1848,General Francisco Javier Mina Intl,Tampico,Mexico City,Mexico,America,TAM,MMTM,22.29645,-97.865931,80,-6,S
1849,Tamuin,Tamuin,Mexico City,Mexico,America,TSL,MMTN,22.038292,-98.806503,164,-6,S
1850,Licenciado Adolfo Lopez Mateos Intl,Toluca,Mexico City,Mexico,America,TLC,MMTO,19.337072,-99.566008,8466,-6,S
1851,Tapachula Intl,Tapachula,Mexico City,Mexico,America,TAP,MMTP,14.794339,-92.370025,97,-6,S
1852,Cancun Intl,Cancun,Mexico City,Mexico,America,CUN,MMUN,21.036528,-86.877083,20,-6,S
1853,C P A Carlos Rovirosa Intl,Villahermosa,Mexico City,Mexico,America,VSA,MMVA,17.997,-92.817361,46,-6,S
1854,General Heriberto Jara Intl,Vera Cruz,Mexico City,Mexico,America,VER,MMVR,19.145931,-96.187267,90,-6,S
1855,General Leobardo C Ruiz Intl,Zacatecas,Mexico City,Mexico,America,ZCL,MMZC,22.897112,-102.68689,7141,-6,S
1856,Ixtapa Zihuatanejo Intl,Zihuatanejo,Mexico City,Mexico,America,ZIH,MMZH,17.601569,-101.460536,26,-6,S
1857,Zamora,Zamora,Mexico City,Mexico,America,ZMM,MMZM,20.045036,-102.275955,5141,-6,S
1858,Playa De Oro Intl,Manzanillo,Mexico City,Mexico,America,ZLO,MMZO,19.144778,-104.558631,30,-6,S
1859,Zapopan,Zapopan,Mexico City,Mexico,America,,MMZP,20.755833,-103.465278,5333,-6,S
1860,Bluefields,Bluefields,Managua,Nicaragua,America,BEF,MNBL,11.990961,-83.774086,41,-6,U
1861,Los Brasiles,Los Brasiles,Managua,Nicaragua,America,,MNBR,12.190044,-86.353872,262,-6,U
1862,Leon,Leon,Managua,Nicaragua,America,,MNLN,12.428028,-86.902361,328,-6,U
1863,Managua Intl,Managua,Managua,Nicaragua,America,MGA,MNMG,12.141494,-86.168178,194,-6,U
1864,Puerto Cabezas,Puerto Cabezas,Managua,Nicaragua,America,PUZ,MNPC,14.047194,-83.386722,69,-6,U
1865,Bocas Del Toro Intl,Bocas Del Toro,Panama,Panama,America,BOC,MPBO,9.340853,-82.250842,10,-5,U
1866,Cap Manuel Nino Intl,Changuinola,Panama,Panama,America,CHX,MPCH,9.458636,-82.516806,19,-5,U
1867,Enrique Malek Intl,David,Panama,Panama,America,DAV,MPDA,8.391003,-82.434992,89,-5,U
1868,Howard,Howard,Panama,Panama,America,HOW,MPHO,8.914794,-79.599633,52,-5,U
1869,Marcos A Gelabert Intl,Panama,Panama,Panama,America,PAC,MPMG,8.973339,-79.555583,31,-5,U
1870,Ruben Cantu,Santiago,Panama,Panama,America,,MPSA,8.085597,-80.945253,272,-5,U
1871,Tocumen Intl,Panama City,Panama,Panama,America,PTY,MPTO,9.071364,-79.383453,135,-5,U
1872,Buenos Aires,Buenos Aires,Costa Rica,Costa Rica,America,,MRBA,9.163606,-83.329872,1214,-6,U
6877,North Las Vegas Airport,Las Vegas,Los Angeles,United States,America,VGT,\N,36.2106944,-115.1944444,2205,-8,U
1874,Coto 47,Coto 47,Costa Rica,Costa Rica,America,OTR,MRCC,8.601556,-82.968614,26,-6,U
1875,Chacarita,Chacarita,Costa Rica,Costa Rica,America,,MRCH,9.981408,-84.772736,7,-6,U
6876,Brown County Airport,Georgetown,New York,United States,America,,KGEO,38.8819456,-83.8827367,958,-5,U
1877,El Carmen De Siquirres,El Carmen,Costa Rica,Costa Rica,America,,MREC,10.202033,-83.472167,56,-6,U
1878,Nuevo Palmar Sur,Finca 10,Costa Rica,Costa Rica,America,,MRFI,8.916347,-83.507267,49,-6,U
1879,Golfito,Golfito,Costa Rica,Costa Rica,America,GLF,MRGF,8.653775,-83.180544,49,-6,U
1880,Guapiles,Guapiles,Costa Rica,Costa Rica,America,,MRGP,10.217194,-83.797003,883,-6,U
1881,Daniel Oduber Quiros Intl,Liberia,Costa Rica,Costa Rica,America,LIR,MRLB,10.593289,-85.544408,270,-6,U
1882,Los Chiles,Los Chiles,Costa Rica,Costa Rica,America,,MRLC,11.035277,-84.706108,131,-6,U
1883,Limon Intl,Limon,Costa Rica,Costa Rica,America,LIO,MRLM,9.957961,-83.022006,7,-6,U
1884,Nosara,Nosara Beach,Costa Rica,Costa Rica,America,NOB,MRNS,9.97649,-85.653,33,-6,U
1885,Juan Santamaria Intl,San Jose,Costa Rica,Costa Rica,America,SJO,MROC,9.993861,-84.208806,3021,-6,U
1886,Pandora,Pandora,Costa Rica,Costa Rica,America,,MRPD,9.732169,-82.983214,98,-6,U
1887,Palmar Sur,Palmar Sur,Costa Rica,Costa Rica,America,PMZ,MRPM,8.951025,-83.468583,49,-6,U
1889,La Managua,Quepos,Costa Rica,Costa Rica,America,XQP,MRQP,9.443164,-84.129772,85,-6,U
1890,Santa Clara De Guapiles,Santa Clara,Costa Rica,Costa Rica,America,,MRSG,10.288278,-83.713519,262,-6,U
1891,San Vito De Java,San Vito De Jaba,Costa Rica,Costa Rica,America,,MRSV,8.826111,-82.958885,3228,-6,U
1892,El Salvador Intl,San Salvador,El Salvador,El Salvador,America,SAL,MSLP,13.440947,-89.055728,101,-6,U
1893,Ilopango Intl,San Salvador,El Salvador,El Salvador,America,,MSSS,13.699492,-89.119861,2021,-6,U
1894,Cayes,Cayes,Port-au-Prince,Haiti,America,,MTCA,18.271103,-73.788289,203,-5,U
1895,Cap Haitien Intl,Cap Haitien,Port-au-Prince,Haiti,America,CAP,MTCH,19.732989,-72.194739,10,-5,U
1896,Jacmel,Jacmel,Port-au-Prince,Haiti,America,,MTJA,18.241083,-72.5185,167,-5,U
1897,Toussaint Louverture Intl,Port-au-prince,Port-au-Prince,Haiti,America,PAP,MTPP,18.58005,-72.292542,122,-5,U
1898,Gustavo Rizo,Baracoa Playa,Havana,Cuba,America,BCA,MUBA,20.365317,-74.506206,26,-5,U
1899,Carlos Manuel De Cespedes,Bayamo,Havana,Cuba,America,BYM,MUBY,20.396331,-76.621494,203,-5,U
1900,Maximo Gomez,Ciego De Avila,Havana,Cuba,America,AVI,MUCA,22.027053,-78.789617,335,-5,U
1901,Jardines Del Rey,Cunagua,Havana,Cuba,America,,MUCC,22.460986,-78.328422,13,-5,U
1902,Jaime Gonzalez,Cienfuegos,Havana,Cuba,America,CFG,MUCF,22.15,-80.414167,102,-5,U
1903,Vilo Acuna Intl,Cayo Largo del Sur,Havana,Cuba,America,CYO,MUCL,21.616453,-81.545989,10,-5,U
1904,Ignacio Agramonte Intl,Camaguey,Havana,Cuba,America,CMW,MUCM,21.420428,-77.847433,413,-5,U
1905,Antonio Maceo Intl,Santiago De Cuba,Havana,Cuba,America,SCU,MUCU,19.969769,-75.835414,249,-5,U
1906,Florida,Florida,Havana,Cuba,America,,MUFL,21.499722,-78.202778,197,-5,U
1907,Guantanamo Bay Ns,Guantanamo,NULL,Cuba,#VALUE!,,MUGM,19.906458,-75.207056,56,-5,U
1908,Mariana Grajales,Guantanamo,Havana,Cuba,America,GAO,MUGT,20.085419,-75.158328,56,-5,U
1909,Jose Marti Intl,Havana,Havana,Cuba,America,HAV,MUHA,22.989153,-82.409086,210,-5,U
1910,Frank Pais Intl,Holguin,Havana,Cuba,America,HOG,MUHG,20.785589,-76.315108,361,-5,U
1911,La Coloma,La Coloma,Havana,Cuba,America,LCL,MULM,22.336261,-83.642111,131,-5,U
1912,Orestes Acosta,Moa,Havana,Cuba,America,MOA,MUMO,20.654114,-74.922114,16,-5,U
1913,Sierra Maestra,Manzanillo,Havana,Cuba,America,MZO,MUMZ,20.288172,-77.0893,112,-5,U
1914,Rafael Cabrera,Nueva Gerona,Havana,Cuba,America,GER,MUNG,21.834689,-82.783819,79,-5,U
1915,Playa Baracoa,Baracoa Playa,Havana,Cuba,America,,MUPB,23.032778,-82.579444,102,-5,U
1916,Pinar Del Rio,Pinar Del Rio Norte,Havana,Cuba,America,,MUPR,22.421356,-83.678428,131,-5,U
1917,San Antonio De Los Banos,San Antonio De Banos,Havana,Cuba,America,,MUSA,22.871529,-82.509308,164,-5,U
1918,Abel Santamaria,Santa Clara,Havana,Cuba,America,SNU,MUSC,22.492192,-79.943611,338,-5,U
1919,Santa Lucia,Santa Lucia,Havana,Cuba,America,,MUSL,21.509453,-77.020375,13,-5,U
1920,Siguanea,Siguanea,Havana,Cuba,America,,MUSN,21.642525,-82.955114,39,-5,U
1921,Sancti Spiritus,Sancti Spiritus,Havana,Cuba,America,,MUSS,21.969969,-79.442692,295,-5,U
6875,Grand Geneva Resort Airport,Lake Geneva,Chicago,United States,America,C02,\N,42.6149167,-88.3895833,835,-6,U
1923,Juan Gualberto Gomez Intl,Varadero,Havana,Cuba,America,VRA,MUVR,23.034445,-81.435278,210,-5,U
1924,Hermanos Ameijeiras,Las Tunas,Havana,Cuba,America,VTU,MUVT,20.987642,-76.9358,328,-5,U
1925,Gerrard Smith Intl,Cayman Barac,Cayman,Cayman Islands,America,CYB,MWCB,19.686981,-79.882789,8,-5,U
1926,Owen Roberts Intl,Georgetown,Cayman,Cayman Islands,America,GCM,MWCR,19.292778,-81.35775,8,-5,U
1927,Clarence A Bain,Clarence Bain,Nassau,Bahamas,America,,MYAB,24.287664,-77.684614,19,-5,U
1928,Fresh Creek,Andros Town,Nassau,Bahamas,America,ASD,MYAF,24.698283,-77.795611,5,-5,U
1930,Marsh Harbour,Marsh Harbor,Nassau,Bahamas,America,MHH,MYAM,26.511406,-77.083472,6,-5,U
1931,San Andros,San Andros,Nassau,Bahamas,America,SAQ,MYAN,25.053814,-78.048997,5,-5,U
1932,Spring Point,Spring Point,Nassau,Bahamas,America,AXP,MYAP,22.441828,-73.970858,11,-5,U
1933,Sandy Point,Sandy Point,Nassau,Bahamas,America,,MYAS,26.004639,-77.395483,8,-5,U
1934,Treasure Cay,Treasure Cay,Nassau,Bahamas,America,TCB,MYAT,26.745336,-77.391269,8,-5,U
1935,Chub Cay,Chub Cay,Nassau,Bahamas,America,CCZ,MYBC,25.417108,-77.88085,5,-5,U
1936,Great Harbour Cay,Bullocks Harbour,Nassau,Bahamas,America,,MYBG,25.738331,-77.840114,18,-5,U
1937,South Bimini,Alice Town,Nassau,Bahamas,America,BIM,MYBS,25.699881,-79.264656,10,-5,U
6874,De Kalb Taylor Municipal Airport,De Kalb,Chicago,United States,America,DKB,\N,41.9338342,-88.7056864,914,-6,U
1941,Exuma Intl,Great Exuma,Nassau,Bahamas,America,GGT,MYEF,23.562631,-75.877958,9,-5,U
1942,George Town,George Town,Nassau,Bahamas,America,,MYEG,23.466667,-75.78167,5,-5,U
1943,North Eleuthera,North Eleuthera,Nassau,Bahamas,America,ELH,MYEH,25.474861,-76.683489,13,-5,U
1944,Governors Harbour,Governor's Harbor,Nassau,Bahamas,America,GHB,MYEM,25.284706,-76.331011,26,-5,U
1945,Normans Cay,Norman's Cay,Nassau,Bahamas,America,,MYEN,24.594258,-76.820214,8,-5,U
1946,Rock Sound,Rock Sound,Nassau,Bahamas,America,RSD,MYER,24.8917,-76.177739,10,-5,U
1947,Staniel Cay,Staniel Cay,Nassau,Bahamas,America,,MYES,24.169083,-76.439056,5,-5,U
1948,Grand Bahama Intl,Freeport,Nassau,Bahamas,America,FPO,MYGF,26.558686,-78.695553,7,-5,U
1949,Matthew Town,Matthew Town,Nassau,Bahamas,America,IGA,MYIG,20.975,-73.666862,8,-5,U
1950,Deadmans Cay,Dead Man's Cay,Nassau,Bahamas,America,LGI,MYLD,23.179014,-75.093597,9,-5,U
1951,Stella Maris,Stella Maris,Nassau,Bahamas,America,SML,MYLS,23.581444,-75.270475,10,-5,U
1952,Mayaguana,Mayaguana,Nassau,Bahamas,America,MYG,MYMM,22.379528,-73.0135,11,-5,U
1953,Lynden Pindling Intl,Nassau,Nassau,Bahamas,America,NAS,MYNN,25.038958,-77.466231,16,-5,U
1954,Duncan Town,Duncan Town,Nassau,Bahamas,America,,MYRD,22.181803,-75.729456,6,-5,U
1955,New Port Nelson,Port Nelson,Nassau,Bahamas,America,,MYRP,23.684378,-74.836186,15,-5,U
1956,San Salvador,Cockburn Town,Nassau,Bahamas,America,ZSA,MYSM,24.063275,-74.523967,24,-5,U
1957,Philip S W Goldson Intl,Belize City,Belize,Belize,America,BZE,MZBZ,17.539144,-88.308203,15,-6,U
1958,Aitutaki,Aitutaki,Rarotonga,Cook Islands,Pacific,AIT,NCAI,-18.830922,-159.764233,14,-10,U
1959,Rarotonga Intl,Avarua,Rarotonga,Cook Islands,Pacific,RAR,NCRG,-21.202739,-159.805556,19,-10,U
1960,Nadi Intl,Nandi,Fiji,Fiji,Pacific,NAN,NFFN,-17.755392,177.443378,59,12,U
1961,Nausori Intl,Nausori,Fiji,Fiji,Pacific,SUV,NFNA,-18.043267,178.559228,17,12,U
1963,Fua Amotu Intl,Tongatapu,Tongatapu,Tonga,Pacific,TBU,NFTF,-21.241214,-175.149644,126,13,U
1964,Vavau Intl,Vava'u,Tongatapu,Tonga,Pacific,VAV,NFTV,-18.585336,-173.961717,236,13,U
